Date Time,Open,High,Low,Close
Time: 15:05:00.000 Date: 2018-01-04,19.30543,19.30743,19.30416,19.30664
Time: 15:06:00.000 Date: 2018-01-04,19.30693,19.30843,19.30673,19.30793
Time: 15:07:00.000 Date: 2018-01-04,19.30833,19.31083,19.30831,19.30899
Time: 15:08:00.000 Date: 2018-01-04,19.30909,19.31266,19.3088,19.31216
Time: 15:09:00.000 Date: 2018-01-04,19.31265,19.32072,19.31236,19.31815
Time: 15:10:00.000 Date: 2018-01-04,19.31835,19.31866,19.30747,19.30764
Time: 15:11:00.000 Date: 2018-01-04,19.30782,19.30782,19.30144,19.30144
Time: 15:12:00.000 Date: 2018-01-04,19.30129,19.30195,19.29916,19.29916
Time: 15:13:00.000 Date: 2018-01-04,19.29875,19.30108,19.29865,19.29991
Time: 15:14:00.000 Date: 2018-01-04,19.30009,19.30104,19.29873,19.29947
Time: 15:15:00.000 Date: 2018-01-04,19.29951,19.29986,19.29424,19.29436
Time: 15:16:00.000 Date: 2018-01-04,19.29422,19.29422,19.28848,19.29052
Time: 15:17:00.000 Date: 2018-01-04,19.29053,19.29463,19.28973,19.28973
Time: 15:18:00.000 Date: 2018-01-04,19.28929,19.29379,19.28868,19.29274
Time: 15:19:00.000 Date: 2018-01-04,19.29326,19.30016,19.29222,19.29339
Time: 15:20:00.000 Date: 2018-01-04,19.29331,19.29375,19.28985,19.29121
Time: 15:21:00.000 Date: 2018-01-04,19.29141,19.29448,19.28475,19.2852
Time: 15:22:00.000 Date: 2018-01-04,19.28551,19.29243,19.28551,19.29243
Time: 15:23:00.000 Date: 2018-01-04,19.29326,19.29414,19.29323,19.29324
Time: 15:24:00.000 Date: 2018-01-04,19.29365,19.29366,19.28348,19.28348
Time: 15:25:00.000 Date: 2018-01-04,19.28367,19.28405,19.28238,19.28238
Time: 15:26:00.000 Date: 2018-01-04,19.28256,19.28451,19.28117,19.28293
Time: 15:27:00.000 Date: 2018-01-04,19.28277,19.2829,19.28242,19.28255
Time: 15:28:00.000 Date: 2018-01-04,19.28272,19.28272,19.28061,19.28132
Time: 15:29:00.000 Date: 2018-01-04,19.28094,19.28283,19.28044,19.28184
Time: 15:30:00.000 Date: 2018-01-04,19.28186,19.28238,19.28134,19.28204
Time: 15:31:00.000 Date: 2018-01-04,19.28196,19.28196,19.26897,19.26913
Time: 15:32:00.000 Date: 2018-01-04,19.26869,19.26927,19.26706,19.26852
Time: 15:33:00.000 Date: 2018-01-04,19.26851,19.27143,19.26851,19.27036
Time: 15:34:00.000 Date: 2018-01-04,19.27053,19.27206,19.27013,19.27136
Time: 15:35:00.000 Date: 2018-01-04,19.27195,19.27248,19.2702,19.27166
Time: 15:36:00.000 Date: 2018-01-04,19.27165,19.27175,19.26416,19.26765
Time: 15:37:00.000 Date: 2018-01-04,19.26715,19.26735,19.26416,19.26441
Time: 15:38:00.000 Date: 2018-01-04,19.26366,19.26618,19.2625,19.26561
Time: 15:39:00.000 Date: 2018-01-04,19.26596,19.26808,19.26395,19.26655
Time: 15:40:00.000 Date: 2018-01-04,19.26735,19.26876,19.26708,19.26812
Time: 15:41:00.000 Date: 2018-01-04,19.26811,19.26816,19.26695,19.26758
Time: 15:42:00.000 Date: 2018-01-04,19.26737,19.26844,19.26665,19.26825
Time: 15:43:00.000 Date: 2018-01-04,19.26737,19.27066,19.26737,19.26815
Time: 15:44:00.000 Date: 2018-01-04,19.26779,19.26816,19.26738,19.26815
Time: 15:45:00.000 Date: 2018-01-04,19.26669,19.26965,19.26504,19.26575
Time: 15:46:00.000 Date: 2018-01-04,19.26565,19.26818,19.26421,19.26531
Time: 15:47:00.000 Date: 2018-01-04,19.26459,19.26539,19.25888,19.25913
