Date Time,Open,High,Low,Close
Time: 17:39:00.000 Date: 2018-01-05,0.71706,0.71712,0.71704,0.71711
Time: 17:40:00.000 Date: 2018-01-05,0.7171,0.7171,0.71704,0.71706
Time: 17:41:00.000 Date: 2018-01-05,0.71705,0.71706,0.71704,0.71705
Time: 17:42:00.000 Date: 2018-01-05,0.71704,0.71706,0.71704,0.71704
Time: 17:43:00.000 Date: 2018-01-05,0.71705,0.71706,0.71703,0.71705
Time: 17:44:00.000 Date: 2018-01-05,0.71706,0.71706,0.717,0.71703
Time: 17:45:00.000 Date: 2018-01-05,0.71702,0.71704,0.71698,0.71704
Time: 17:46:00.000 Date: 2018-01-05,0.71706,0.71707,0.71705,0.71706
Time: 17:47:00.000 Date: 2018-01-05,0.71707,0.71717,0.71706,0.71715
Time: 17:48:00.000 Date: 2018-01-05,0.71714,0.71728,0.71705,0.71705
Time: 17:49:00.000 Date: 2018-01-05,0.71703,0.71704,0.71696,0.71696
Time: 17:50:00.000 Date: 2018-01-05,0.71697,0.71698,0.71694,0.71697
Time: 17:51:00.000 Date: 2018-01-05,0.71696,0.71696,0.71694,0.71694
Time: 17:52:00.000 Date: 2018-01-05,0.71695,0.71697,0.71691,0.71695
Time: 17:53:00.000 Date: 2018-01-05,0.71696,0.71696,0.71694,0.71695
Time: 17:54:00.000 Date: 2018-01-05,0.71696,0.71696,0.71694,0.71694
Time: 17:55:00.000 Date: 2018-01-05,0.71695,0.71695,0.71693,0.71694
Time: 17:56:00.000 Date: 2018-01-05,0.71693,0.71694,0.71692,0.71694
Time: 17:57:00.000 Date: 2018-01-05,0.71693,0.71697,0.71691,0.71694
Time: 17:58:00.000 Date: 2018-01-05,0.71695,0.71697,0.71695,0.71695
Time: 17:59:00.000 Date: 2018-01-05,0.71696,0.71698,0.71694,0.71696
Time: 18:00:00.000 Date: 2018-01-05,0.71695,0.71696,0.71695,0.71696
Time: 18:01:00.000 Date: 2018-01-05,0.71697,0.71698,0.71692,0.71695
Time: 18:02:00.000 Date: 2018-01-05,0.71696,0.71697,0.71694,0.71696
Time: 18:03:00.000 Date: 2018-01-05,0.71698,0.71708,0.71697,0.71703
Time: 18:04:00.000 Date: 2018-01-05,0.71705,0.71707,0.71704,0.71706
Time: 18:05:00.000 Date: 2018-01-05,0.71707,0.71708,0.71706,0.71708
Time: 18:06:00.000 Date: 2018-01-05,0.71707,0.71708,0.71705,0.71707
Time: 18:07:00.000 Date: 2018-01-05,0.71705,0.71708,0.71704,0.71707
Time: 18:08:00.000 Date: 2018-01-05,0.71708,0.7171,0.71707,0.71708
Time: 18:09:00.000 Date: 2018-01-05,0.71709,0.71711,0.71708,0.71709
Time: 18:10:00.000 Date: 2018-01-05,0.71708,0.71718,0.71708,0.71717
Time: 18:11:00.000 Date: 2018-01-05,0.71718,0.71719,0.71717,0.71718
Time: 18:12:00.000 Date: 2018-01-05,0.71717,0.71718,0.71717,0.71717
Time: 18:13:00.000 Date: 2018-01-05,0.71719,0.71737,0.71717,0.71736
Time: 18:14:00.000 Date: 2018-01-05,0.71737,0.71738,0.71737,0.71737
Time: 18:15:00.000 Date: 2018-01-05,0.71738,0.71742,0.71738,0.71739
Time: 18:16:00.000 Date: 2018-01-05,0.71738,0.71738,0.71738,0.71738
